N;id_acc;nombre_acc;precio_acc;stock_acc;descripcion_acc;id_pl;nombre_pl;precio_pl;descripcion_pl;id_eq;;nombre_eq;precio_eq;stock_eq;descripcion_eq;grarantia;link_eq;id_of;nombre_of;descuento_of;descripcion_of;nombre_pr;precio_pr;stock_pr;descripcion_pr
175;22;Apple Airpods Pro Case Wireless Blanco;1049;25;Apple Airpods Pro Case Wireless Blanco;6;Max B;49,5;45GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);75;Samsung Galaxy A04 64GB Negro;Samsung Galaxy A04 64GB Negro +  Apple Airpods Pro Case Wireless Blanco;679;22;CELULAR: Pantalla HD+ 6.5'', batería 5000mAh, cámara principal 50MP, almacenamiento interno 32GB, procesador Octa core - MediaTek MT 6765;12;/resources/images/75.png;10;25% Cyber wow;0,25;Oferta de temporada -25%;Samsung Galaxy A04 64GB Negro +  Apple Airpods Pro Case Wireless Blanco + Max B +  25% Cyber wow;651,7;22;CELULAR: Pantalla HD+ 6.5'', batería 5000mAh, cámara principal 50MP, almacenamiento interno 32GB, procesador Octa core - MediaTek MT 6765 PLAN: 45GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -25%
176;null;null;null;null;null;7;Max C;39,9;37.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica);76;Huawei Nova 9 SE Azul 128GB;Huawei Nova 9 SE Azul 128GB;1279;32;CELULAR: Pantalla alta resolución FHD+ 6.78'', cámara frontal 16MP principal 108MP, batería 4000mAh;12;/resources/images/76.png;null;null;null;null;Huawei Nova 9 SE Azul 128GB + Max C;1438,9;32;CELULAR: Pantalla alta resolución FHD+ 6.78'', cámara frontal 16MP principal 108MP, batería 4000mAh PLAN: 37.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica)
177;1;Auriculares Samsung Blancos 30s;20;100;Auriculares blancos de entrada de 3.5mm;8;Max D;29,9;12.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica);77;Xiaomi 12 256GB Azul 5G + B-Bund S3;Xiaomi 12 256GB Azul 5G + B-Bund S3 +  Auriculares Samsung Blancos 30s;3929;24;CELULAR: Memoria RAM 8GB y 256GB almacenamiento, procesador de Snapdragon 8 Gen 1, batería 4500mAh, cámara frontal 32MP, Bluetooth 5.2;12;/resources/images/77.png;1;50% Cyber wow;0,5;Oferta de temporada -50%;Xiaomi 12 256GB Azul 5G + B-Bund S3 +  Auriculares Samsung Blancos 30s + Max D +  50% Cyber wow;2022;24;CELULAR: Memoria RAM 8GB y 256GB almacenamiento, procesador de Snapdragon 8 Gen 1, batería 4500mAh, cámara frontal 32MP, Bluetooth 5.2 PLAN: 12.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica) OFERTA:  Oferta de temporada -50%
178;2;EarPods con conector Lightning;89;80;EarPods con conector Lightning;9;Max ilimitado D;289,9;285GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA + Europa);78;Samsung Galaxy S20 FE 5G Azul;Samsung Galaxy S20 FE 5G Azul +  EarPods con conector Lightning;2449;19;CELULAR: Pantalla 6.5'' FULL HD+, batería 4500mAh, cámara triple sensor, 128 GB UFS 3.1 de almacenamiento interno;12;/resources/images/78.png;2;3% Descuento Promo;0,03;Oferta por producto -3%;Samsung Galaxy S20 FE 5G Azul +  EarPods con conector Lightning + Max ilimitado D +  3% Descuento Promo;2482,1;19;CELULAR: Pantalla 6.5'' FULL HD+, batería 4500mAh, cámara triple sensor, 128 GB UFS 3.1 de almacenamiento interno PLAN: 285GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA + Europa) OFERTA:  Oferta por producto -3%
179;3;Audífono BT Drums;79;94;BlackSheep, Audífono BT Drums;10;Max ilimitado E;189,9;270GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);79;Xiaomi Redmi 10A 32GB Plata;Xiaomi Redmi 10A 32GB Plata +  Audífono BT Drums;619;16;CELULAR: Cámara principal 13MP, batería 5000 mAh, memoria RAM 2GB, memoria interna 32GB, pantalla LCD 6,53'', procesador G25 octa-core de 2GHz;18;/resources/images/79.png;3;4% Descuento Promo;0,04;Oferta por producto -4%;Xiaomi Redmi 10A 32GB Plata +  Audífono BT Drums + Max ilimitado E +  4% Descuento Promo;686,3;16;CELULAR: Cámara principal 13MP, batería 5000 mAh, memoria RAM 2GB, memoria interna 32GB, pantalla LCD 6,53'', procesador G25 octa-core de 2GHz PLAN: 270GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -4%
180;4;Jib True Wireless + Sidebag;109;44;SkullCandy Jib True Wireless + Sidebag;11;Max ilimitado F;159,9;240GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);80;Xiaomi Redmi 10C 64GB Gris;Xiaomi Redmi 10C 64GB Gris +  Jib True Wireless + Sidebag;869;12;CELULAR: Cámara de 50MP, batería 5000 mAh, memoria RAM 4GB, pantalla LCD 6,71'', bluetooth 5.0;18;/resources/images/80.png;4;5% Descuento Promo;0,05;Oferta por producto -5%;Xiaomi Redmi 10C 64GB Gris +  Jib True Wireless + Sidebag + Max ilimitado F +  5% Descuento Promo;915,8;12;CELULAR: Cámara de 50MP, batería 5000 mAh, memoria RAM 4GB, pantalla LCD 6,71'', bluetooth 5.0 PLAN: 240GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -5%
181;5;Audifonos INKD+ BT Verde;69;122;SkullCandy, bateria hasta 9 horas, bluetooth 5.1;12;Max play B;115;150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS;81;Motorola Moto G82 128GB Negro 5G;Motorola Moto G82 128GB Negro 5G +  Audifonos INKD+ BT Verde;1839;5;CELULAR: Pantalla FHD+ 6.55'', cámara principal 50MP frontal 16MP, RAM 6GB, memoria interna 128GB;12;/resources/images/81.png;5;15% Descuento Promo;0,15;Oferta por producto -15%;Motorola Moto G82 128GB Negro 5G +  Audifonos INKD+ BT Verde + Max play B +  15% Descuento Promo;1631,1;5;CELULAR: Pantalla FHD+ 6.55'', cámara principal 50MP frontal 16MP, RAM 6GB, memoria interna 128GB PLAN: 150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS OFERTA:  Oferta por producto -15%
182;6;MOVEAUDIO S150;99;150;TCL, inalámbrico, altavoces de 13MM, bluetooth 5.1, USB tipo C, estuche de carga de 500 mAh;13;Max ilimitado G;109,9;210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);82;Samsung Galaxy Z Fold 4 Verde 256GB 5G;Samsung Galaxy Z Fold 4 Verde 256GB 5G +  MOVEAUDIO S150;7819;23;CELULAR: Cámara principal 50MP, procesador Qualcomm Snapdragon 8+, Gen1 8GB de RAM, memoria interna 256GB;12;/resources/images/82.png;6;45% Cyber wow;0,45;Oferta de temporada -45%;Samsung Galaxy Z Fold 4 Verde 256GB 5G +  MOVEAUDIO S150 + Max ilimitado G +  45% Cyber wow;4338,9;23;CELULAR: Cámara principal 50MP, procesador Qualcomm Snapdragon 8+, Gen1 8GB de RAM, memoria interna 256GB PLAN: 210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta de temporada -45%
183;7;Audífonos Bluetooth Hesh 3 Wireless Rojo;269;68;SkullCandy, hasta 22 horas de duración y opción de carga rápida de 10 minutos para 4 horas;1;Max ilimitado A;95,9;195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);83;Samsung Galaxy Z Flip 4 256GB Azul 5G;Samsung Galaxy Z Flip 4 256GB Azul 5G +  Audífonos Bluetooth Hesh 3 Wireless Rojo;4599;11;CELULAR: Procesador 4nm, 8GB RAM, memoria interna 256GB, batería 3,700mAh;12;/resources/images/83.png;7;20% Descuento Promo;0,2;Oferta por producto -20%;Samsung Galaxy Z Flip 4 256GB Azul 5G +  Audífonos Bluetooth Hesh 3 Wireless Rojo + Max ilimitado A +  20% Descuento Promo;3723,9;11;CELULAR: Procesador 4nm, 8GB RAM, memoria interna 256GB, batería 3,700mAh PLAN: 195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -20%
184;null;null;null;null;null;2;Max play A;95;82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS;84;Vivo X80 Pro 256GB CB;Vivo X80 Pro 256GB CB;5809;23;CELULAR: Pantalla 6.78'', cámara principal 50MP, procesador Snapdragon8 Gen1, memoria RAM 12GB, una memoria interna 256GB;12;/resources/images/84.png;8;30% Cyber wow;0,3;Oferta de temporada -30%;Vivo X80 Pro 256GB CB + Max play A +  30% Cyber wow;4101;23;CELULAR: Pantalla 6.78'', cámara principal 50MP, procesador Snapdragon8 Gen1, memoria RAM 12GB, una memoria interna 256GB PLAN: 82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS OFERTA:  Oferta de temporada -30%
185;8;Apple Airpods 3er Generación Blanco;879;130;Apple, 6 horas en uso continuo;3;Max ilimitado B;79,9;157.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);85;Vivo V21 5G 128GB Azul;Vivo V21 5G 128GB Azul +  Apple Airpods 3er Generación Blanco;1849;16;CELULAR: Pantalla 6.44'', cámara frontal es de 44MP, memoria RAM 8GB, memoria interna 128GB, cámara frontal de 44MP, batería 4000mAh;12;/resources/images/85.png;9;40% Cyber wow;0,4;Oferta de temporada -40%;Vivo V21 5G 128GB Azul +  Apple Airpods 3er Generación Blanco + Max ilimitado B +  40% Cyber wow;1133,3;16;CELULAR: Pantalla 6.44'', cámara frontal es de 44MP, memoria RAM 8GB, memoria interna 128GB, cámara frontal de 44MP, batería 4000mAh PLAN: 157.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -40%
186;9;FreeBuds 4i Negro;259;29;Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso;4;Max ilimitado C;69,9;142.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);86;Xiaomi Note 11s 5G 128GB Azul Oscuro;Xiaomi Note 11s 5G 128GB Azul Oscuro +  FreeBuds 4i Negro;1449;30;CELULAR: Batería 5000mAh, carga rápida 33W, cámara trasera 50mpx, pantalla FULL HD+ DotDisplay 6.6'', memoria interna 128GB, memoría RAM 4GB;12;/resources/images/86.png;10;25% Cyber wow;0,25;Oferta de temporada -25%;Xiaomi Note 11s 5G 128GB Azul Oscuro +  FreeBuds 4i Negro + Max ilimitado C +  25% Cyber wow;1109,2;30;CELULAR: Batería 5000mAh, carga rápida 33W, cámara trasera 50mpx, pantalla FULL HD+ DotDisplay 6.6'', memoria interna 128GB, memoría RAM 4GB PLAN: 142.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -25%
187;10;Audífonos Flex;39;4;BlackSheep, bluetooth 5.1, duración 9 horas;5;Max A;55,9;75GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);87;Samsung Galaxy A53 128GB 5G;Samsung Galaxy A53 128GB 5G +  Audífonos Flex;2069;28;CELULAR: Pantalla Infinity-O Super AMOLED 6.5'' FullHD+, procesador Octa-core 2.4GHz, memoria RAM 6GB, almacenamiento interno 128GB, batería 5000mAh, carga rápida 25W;12;/resources/images/87.png;null;null;null;null;Samsung Galaxy A53 128GB 5G +  Audífonos Flex + Max A;2358,9;28;CELULAR: Pantalla Infinity-O Super AMOLED 6.5'' FullHD+, procesador Octa-core 2.4GHz, memoria RAM 6GB, almacenamiento interno 128GB, batería 5000mAh, carga rápida 25W PLAN: 75GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica)
188;11;Marley Audífonos Jammin Mic Amarillo;59;112;Marley Audífonos Jammin Mic Amarillo;6;Max B;49,5;45GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);88;Samsung Galaxy A23 128GB Negro;Samsung Galaxy A23 128GB Negro +  Marley Audífonos Jammin Mic Amarillo;1219;31;CELULAR: Procesador Qualcomm Snapdragon 680 (SM6225) Octa-core, batería de 5000 mAh, pantalla LCD de 6.67'' Full HD+;24;/resources/images/88.png;1;50% Cyber wow;0,5;Oferta de temporada -50%;Samsung Galaxy A23 128GB Negro +  Marley Audífonos Jammin Mic Amarillo + Max B +  50% Cyber wow;704,5;31;CELULAR: Procesador Qualcomm Snapdragon 680 (SM6225) Octa-core, batería de 5000 mAh, pantalla LCD de 6.67'' Full HD+ PLAN: 45GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -50%
189;12;Marley Audífonos Jammin Mic Rojo;59;16;Marley Audífonos Jammin Mic Rojo;7;Max C;39,9;37.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica);89;Xiaomi Note 11s 5G 128GB Negro Ocaso;Xiaomi Note 11s 5G 128GB Negro Ocaso +  Marley Audífonos Jammin Mic Rojo;1449;33;CELULAR: Batería 5000mAh, carga rápida de 33W, cámara principal trasera 50mpx, pantalla FULL HD+ DotDisplay 6.6'', memoria interna 128GB, memoría RAM 4GB;12;/resources/images/89.png;2;3% Descuento Promo;0,03;Oferta por producto -3%;Xiaomi Note 11s 5G 128GB Negro Ocaso +  Marley Audífonos Jammin Mic Rojo + Max C +  3% Descuento Promo;1560,6;33;CELULAR: Batería 5000mAh, carga rápida de 33W, cámara principal trasera 50mpx, pantalla FULL HD+ DotDisplay 6.6'', memoria interna 128GB, memoría RAM 4GB PLAN: 37.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica) OFERTA:  Oferta por producto -3%
190;13;Audífono Blacksheep Drums TWS Negro;79;72;BlackSheep, bluetooth 5.1, duración 9 horas;8;Max D;29,9;12.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica);90;Apple iPhone SE Tercera Generación 256GB Midnight;Apple iPhone SE Tercera Generación 256GB Midnight +  Audífono Blacksheep Drums TWS Negro;3399;29;CELULAR: Baterias 12horas continuas, pantalla retina HD 4,7'', memoria RAM de 3 GB, 256GB almacenamiento interno, cámara gran angular 12MP;12;/resources/images/90.png;3;4% Descuento Promo;0,04;Oferta por producto -4%;Apple iPhone SE Tercera Generación 256GB Midnight +  Audífono Blacksheep Drums TWS Negro + Max D +  4% Descuento Promo;3373,4;29;CELULAR: Baterias 12horas continuas, pantalla retina HD 4,7'', memoria RAM de 3 GB, 256GB almacenamiento interno, cámara gran angular 12MP PLAN: 12.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica) OFERTA:  Oferta por producto -4%
191;14;Audífono Tabs Blanco;79;50;BlackSheep, bluetooth 5.1, duración 9 horas;9;Max ilimitado D;289,9;285GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA + Europa);91;Samsung Galaxy A04 64GB Negro;Samsung Galaxy A04 64GB Negro +  Audífono Tabs Blanco;1839;4;CELULAR: Pantalla FHD+ 6.55'', cámara principal 50MP frontal 16MP, RAM 6GB, memoria interna 128GB;12;/resources/images/91.png;4;5% Descuento Promo;0,05;Oferta por producto -5%;Samsung Galaxy A04 64GB Negro +  Audífono Tabs Blanco + Max ilimitado D +  5% Descuento Promo;1851,5;4;CELULAR: Pantalla FHD+ 6.55'', cámara principal 50MP frontal 16MP, RAM 6GB, memoria interna 128GB PLAN: 285GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA + Europa) OFERTA:  Oferta por producto -5%
192;null;null;null;null;null;10;Max ilimitado E;189,9;270GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);92;Honor X8 128GB Plata;Honor X8 128GB Plata;7819;23;CELULAR: Cámara principal 50MP, procesador Qualcomm Snapdragon 8+, Gen1 8GB de RAM, memoria interna 256GB;12;/resources/images/92.png;5;15% Descuento Promo;0,15;Oferta por producto -15%;Honor X8 128GB Plata + Max ilimitado E +  15% Descuento Promo;6727,7;23;CELULAR: Cámara principal 50MP, procesador Qualcomm Snapdragon 8+, Gen1 8GB de RAM, memoria interna 256GB PLAN: 270GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -15%
193;15;Choice Earbuds;99;74;Honor, Choice Earbuds;11;Max ilimitado F;159,9;240GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);93;Xiaomi Redmi Note 11 128GB Azul Oscuro SE;Xiaomi Redmi Note 11 128GB Azul Oscuro SE +  Choice Earbuds;4599;11;CELULAR: Procesador 4nm, 8GB RAM, memoria interna 256GB, batería 3,700mAh;12;/resources/images/93.png;6;45% Cyber wow;0,45;Oferta de temporada -45%;Xiaomi Redmi Note 11 128GB Azul Oscuro SE +  Choice Earbuds + Max ilimitado F +  45% Cyber wow;2581,7;11;CELULAR: Procesador 4nm, 8GB RAM, memoria interna 256GB, batería 3,700mAh PLAN: 240GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta de temporada -45%
194;16;Audifonos DIME TW Bronce;99;95;SkullCandy, Audifonos DIME TW Bronce;12;Max play B;115;150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS;94;Huawei P50 Pro 256GB;Huawei P50 Pro 256GB +  Audifonos DIME TW Bronce;5809;23;CELULAR: Pantalla 6.78'', cámara principal 50MP, procesador Snapdragon8 Gen1, memoria RAM 12GB, una memoria interna 256GB;12;/resources/images/94.png;7;20% Descuento Promo;0,2;Oferta por producto -20%;Huawei P50 Pro 256GB +  Audifonos DIME TW Bronce + Max play B +  20% Descuento Promo;4711,1;23;CELULAR: Pantalla 6.78'', cámara principal 50MP, procesador Snapdragon8 Gen1, memoria RAM 12GB, una memoria interna 256GB PLAN: 150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS OFERTA:  Oferta por producto -20%
195;17;Audifonos DIME TW Rojo;99;69;SkullCandy, Audifonos DIME TW Rojo;13;Max ilimitado G;109,9;210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);95;ZTE Blade A31 Plus 32GB Gris + AIRPODS I11 TWS;ZTE Blade A31 Plus 32GB Gris + AIRPODS I11 TWS +  Audifonos DIME TW Rojo;1849;16;CELULAR: Pantalla 6.44'', cámara frontal es de 44MP, memoria RAM 8GB, memoria interna 128GB, cámara frontal de 44MP, batería 4000mAh;12;/resources/images/95.png;8;30% Cyber wow;0,3;Oferta de temporada -30%;ZTE Blade A31 Plus 32GB Gris + AIRPODS I11 TWS +  Audifonos DIME TW Rojo + Max ilimitado G +  30% Cyber wow;1343,2;16;CELULAR: Pantalla 6.44'', cámara frontal es de 44MP, memoria RAM 8GB, memoria interna 128GB, cámara frontal de 44MP, batería 4000mAh PLAN: 210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta de temporada -30%
196;18;Audífonos Buds 3 lite;119;139;Xiaomi, Audífonos Buds 3 lite;1;Max ilimitado A;95,9;195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);96;ZTE Blade A5 2020 32GB Negro;ZTE Blade A5 2020 32GB Negro +  Audífonos Buds 3 lite;1449;30;CELULAR: Batería 5000mAh, carga rápida 33W, cámara trasera 50mpx, pantalla FULL HD+ DotDisplay 6.6'', memoria interna 128GB, memoría RAM 4GB;12;/resources/images/96.png;9;40% Cyber wow;0,4;Oferta de temporada -40%;ZTE Blade A5 2020 32GB Negro +  Audífonos Buds 3 lite + Max ilimitado A +  40% Cyber wow;902,9;30;CELULAR: Batería 5000mAh, carga rápida 33W, cámara trasera 50mpx, pantalla FULL HD+ DotDisplay 6.6'', memoria interna 128GB, memoría RAM 4GB PLAN: 195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta de temporada -40%
197;19;Audífonos Push True Wireless Earbuds Azul;189;135;SkullCandy, Bluetooth 4.2, tecnología IPX4;2;Max play A;95;82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS;97;ZTE Blade A51 32GB Gris;ZTE Blade A51 32GB Gris +  Audífonos Push True Wireless Earbuds Azul;2069;28;CELULAR: Pantalla Infinity-O Super AMOLED 6.5'' FullHD+, procesador Octa-core 2.4GHz, memoria RAM 6GB, almacenamiento interno 128GB, batería 5000mAh, carga rápida 25W;12;/resources/images/97.png;10;25% Cyber wow;0,25;Oferta de temporada -25%;ZTE Blade A51 32GB Gris +  Audífonos Push True Wireless Earbuds Azul + Max play A +  25% Cyber wow;1588,9;28;CELULAR: Pantalla Infinity-O Super AMOLED 6.5'' FullHD+, procesador Octa-core 2.4GHz, memoria RAM 6GB, almacenamiento interno 128GB, batería 5000mAh, carga rápida 25W PLAN: 82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS OFERTA:  Oferta de temporada -25%
